,Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap
4784,CNSWF,CONSTELLATION SFTWRE INC,Pink Current,1380.0,-1.4631,842,Foreign Ordinary Shares,Canada,Ontario,
4785,HZNOF,DEXTERRA GROUP INC,Pink Current,4.25,,50,Foreign Ordinary Shares,Canada,Alberta,
4786,FBOP,MEDIA CENTRAL CORP INC,Pink Current,0.003,,0,Foreign Ordinary Shares,Canada,Ontario,
4787,ECMXF,UNIVERSAL COPPER LTD NEW,Pink Current,0.0304,,0,Foreign Ordinary Shares,Canada,Alberta,
4788,TIGCF,TRIUMPH GOLD CORP ORD,Pink Current,0.0182,-8.8176,22820,Foreign Ordinary Shares,Canada,British Columbia,
4789,MTRI,METRO INC,Pink Current,0.0277,,0,Common Stock,Canada,Quebec,
4790,EVTZF,EVERTZ TECHNOLOGIES LTD,Pink Current,10.5793,,3,Foreign Ordinary Shares,Canada,Ontario,
4791,CPXGF,CINEPLEX INC,Pink Current,6.6075,-2.2559,600,Foreign Ordinary Shares,Canada,Ontario,
4792,SCUPF,AEGIS BRANDS INC,Pink Current,0.2325,,0,Foreign Ordinary Shares,Canada,Ontario,
4793,CGJTF,CARGOJET INC VARIABLE VTG,Pink Current,80.68,-11.472,110,Foreign Ordinary Shares,Canada,Ontario,
4794,NWPIF,CLEARSTREAM ENERGY SRVCS,Pink Current,0.011,,10347,Foreign Ordinary Shares,Canada,Ontario,
4795,BLGVF,BELGRAVIA HARTFORD INC,Pink Current,0.039,,0,Foreign Ordinary Shares,Canada,Ontario,
4796,RCCMF,G E T T GOLD INC,Pink Current,0.0043,,0,Foreign Ordinary Shares,Canada,Quebec,
4797,RPKIF,RICHARDS PKGNG INCM FD UT,Pink Current,37.46,,55,Units,Canada,British Columbia,
4798,WSCRD,PREMIUM NICKEL RES LTD,Pink Current,0.9751,-10.5413,38580,Foreign Ordinary Shares,Canada,Ontario,
4799,NEVDF,NEVADA COPPER CORP,Pink Current,0.164,-13.8655,196677,Foreign Ordinary Shares,Canada,British Columbia,
4800,IIPZF,INTERRENT RE INVST TRUST,Pink Current,8.82,,0,Units,Canada,Ontario,
4801,CRUCF,COLIBRI RESOURCE ORD OLD,Pink Current,0.065,,0,Foreign Ordinary Shares,Canada,British Columbia,
4802,WEGOF,WESCAN GOLDFIELDS INC NEW,Pink Current,0.03253,,0,Foreign Ordinary Shares,Canada,Saskatchewan,
4803,MEQYF,MAINSTREET EQUITY CORP,Pink Current,92.04,,0,Foreign Ordinary Shares,Canada,Alberta,
4804,PZRIF,PIZZA PIZZA ROYALTY CORP,Pink Current,9.25,-1.1752,1085,Foreign Ordinary Shares,Canada,Ontario,
4805,IBIBF,IBI GROUP INC,Pink Current,14.17,-1.1855,2000,Foreign Ordinary Shares,Canada,Ontario,
4806,RYOOF,RIO SILVER INC NEW,Pink Current,0.015,,0,Foreign Ordinary Shares,Canada,Ontario,
4807,SAIDF,FIDELITY MINERALS CORP,Pink Current,0.0742,,0,Foreign Ordinary Shares,Canada,Ontario,
4808,SIRZF,SIR RTY INCOME FUND UNIT,Pink Current,10.2432,,210,Units,Canada,Ontario,
4809,QCAAF,QUINSAM CAPITAL CORP,Pink Current,0.065,,0,Foreign Ordinary Shares,Canada,British Columbia,
4810,NWIFF,NUINSCO RES LTD NEW ORD,Pink Current,0.0078,,0,Foreign Ordinary Shares,Canada,Ontario,
4811,RSCZF,GLOBAL CARE CAPITAL INC,Pink Current,0.0025,0.0,25000,Foreign Ordinary Shares,Canada,British Columbia,
4812,BIRDF,BIRD CONSTRUCTION INC CO,Pink Current,4.56,,0,Foreign Ordinary Shares,Canada,Ontario,
4813,COLFF,COLABOR GROUP INC ORD,Pink Current,0.55,,0,Foreign Ordinary Shares,Canada,Quebec,
4814,MTEHF,ST. ANTHONY GOLD CORP,Pink Current,0.0246,,0,Foreign Ordinary Shares,Canada,British Columbia,
4815,BTBIF,BTB RL EST INVT TR TR NEW,Pink Current,2.35,-2.8926,6023,Units,Canada,Quebec,
4816,HPYCF,HAPPY CREEK MINERALS LTD,Pink Current,0.04078,,0,Foreign Ordinary Shares,Canada,British Columbia,
4817,RSERF,RESERVOIR CAP CORP,Pink Current,0.0121,,0,Foreign Ordinary Shares,Canada,British Columbia,
4818,VNCKF,VICTORY NICKEL INC,Pink Current,0.0135,,0,Foreign Ordinary Shares,Canada,Ontario,
4819,WTCRF,LI3 LITHIUM CORP,Pink Current,0.0119,,0,Foreign Ordinary Shares,Canada,Ontario,
4820,BRLGF,DOMINION LENDING CTRS INC,Pink Current,2.8259,,0,Foreign Ordinary Shares,Canada,British Columbia,
4821,BXXRF,EXGEN RES INC,Pink Current,0.103,,0,Foreign Ordinary Shares,Canada,Alberta,
4822,MIDLF,MIDLAND EXPL INC,Pink Current,0.3038,1.2667,1786,Foreign Ordinary Shares,Canada,Quebec,
4823,ZSYC,SMART CLOSET INC,Pink Current,3.0,,2,Common Stock,Canada,Prince Edward Island,
4824,DALXF,SPARTAN DELTA CORP,Pink Current,6.93,-7.8457,17953,Foreign Ordinary Shares,Canada,Alberta,
4825,CEENF,UPSNAP INC ORD,Pink Current,0.0012,,0,Foreign Ordinary Shares,Canada,Ontario,
4826,OLVRF,OLIVUT RESOURCES LTD,Pink Current,0.0181,,0,Foreign Ordinary Shares,Canada,Alberta,
4827,CHHHF,CARERX CORP,Pink Current,2.35,,0,Foreign Ordinary Shares,Canada,Ontario,
4828,GLGLF,GLG LIFE TECH CORP,Pink Current,0.0626,,0,Foreign Ordinary Shares,Canada,British Columbia,
4829,ECRFF,CARTIER RESOURCES INC,Pink Current,0.103,28.75,300,Foreign Ordinary Shares,Canada,Quebec,
4830,NHAWF,NORTH ARROW MINERALS NEW,Pink Current,0.0473,,25000,Foreign Ordinary Shares,Canada,British Columbia,
4831,HGHAF,HIGH ARCTIC ENGY SVCS,Pink Current,0.925,-7.5,2010,Foreign Ordinary Shares,Canada,Alberta,
4832,PCQRF,PETROLYMPIC LTD,Pink Current,0.06,,0,Foreign Ordinary Shares,Canada,Ontario,
4833,PANXF,PLATINEX INC,Pink Current,0.015,,0,Foreign Ordinary Shares,Canada,Ontario,
4834,PMDRF,PRIME MERIDIAN RES CORP,Pink Current,0.0869,,0,Foreign Ordinary Shares,Canada,Alberta,
4835,PNNEF,PAMBILI NAT RES CORP,Pink Current,0.014,,0,Foreign Ordinary Shares,Canada,Alberta,
4836,NSHSF,NANOSPHERE HLTH SCIENCES,Pink Current,0.011,,0,Foreign Ordinary Shares,Canada,British Columbia,
4837,VGMIF,VISIBLE GOLD MINE ORD,Pink Current,0.15,,0,Foreign Ordinary Shares,Canada,Quebec,
4838,SRCGF,SPRUCE RIDGE RES LTD CDW,Pink Current,0.0237,,0,Foreign Ordinary Shares,Canada,Ontario,
4839,ALTSF,ALTURAS MINERALS CORP,Pink Current,0.016,,0,Foreign Ordinary Shares,Canada,Ontario,
4840,EGFHF,CPEI HLDGS INC,Pink Current,1.64,,0,Foreign Ordinary Shares,Canada,Ontario,
4841,GNTOF,GENTOR RESOURCES INC,Pink Current,0.1109,,0,Foreign Ordinary Shares,Canada,Ontario,
4842,PYBX,HYDRO POWER TECHS INC,Pink Current,0.02,-4.7619,110000,Common Stock,Canada,Ontario,
4843,SUMXF,SUPREMEX INC,Pink Current,3.06,-2.2364,100,Foreign Ordinary Shares,Canada,Quebec,
4844,KALO,KALLO INC,Pink Current,0.0012,,0,Common Stock,Canada,Ontario,
4845,HWTHF,WILDSKY RES INC,Pink Current,0.2,36.2398,7031,Foreign Ordinary Shares,Canada,British Columbia,
4846,KOOYF,KOOTENAY SILVER INC NEW,Pink Current,0.07,-9.6774,91350,Foreign Ordinary Shares,Canada,British Columbia,
4847,GFTRF,GOLD'N FUTURES MINERL CP,Pink Current,0.03575,,0,Foreign Ordinary Shares,Canada,British Columbia,
4848,EVXXF,EUROPEAN ELCTRI METALS,Pink Current,0.0478,,4,Foreign Ordinary Shares,Canada,British Columbia,
4849,SPGYF,WHITECAP RESOURCES INC,Pink Current,5.85,-6.9952,136703,Foreign Ordinary Shares,Canada,Alberta,
4850,PRSNF,PERSONAS SOCIAL INC,Pink Current,0.0074,,11,Foreign Ordinary Shares,Canada,Ontario,
4851,FPLSF,5N PLUS INC,Pink Current,1.175,,0,Foreign Ordinary Shares,Canada,Quebec,
4852,CROOF,CARIBOO ROSE RES LTD,Pink Current,0.032,,0,Foreign Ordinary Shares,Canada,British Columbia,
4853,LQRCF,BLACK MAMMOTH METALS ORD,Pink Current,0.1065,,0,Foreign Ordinary Shares,Canada,British Columbia,
4854,PTOAF,PIERIDAE ENERGY LIMITED,Pink Current,0.7083,,1000,Foreign Ordinary Shares,Canada,Quebec,
4855,TREVQ,TREVALI MINING CORP,Pink Current,0.16,,0,Foreign Ordinary Shares,Canada,British Columbia,
4856,MCCRF,MCCOY GLOBAL INC ORD,Pink Current,0.705,,0,Foreign Ordinary Shares,Canada,Alberta,
4857,CROJF,MARIMACA COPPER CORP,Pink Current,1.51,-39.5976,5501,Foreign Ordinary Shares,Canada,British Columbia,
4858,PMTYF,PLAYMATES TOYS LTD ORD,Pink Current,0.0815,,0,Foreign Ordinary Shares,Canada,Ontario,
4859,LBRMF,LABRADOR IRON MINES HLDGS,Pink Current,0.1,0.0,5400,Foreign Ordinary Shares,Canada,Ontario,
4860,RCZRF,ARMOR MINERALS INC,Pink Current,0.3,,0,Foreign Ordinary Shares,Canada,British Columbia,
4861,CTARF,CENTAURUS ENERGY INC,Pink Current,0.0051,-1.9231,10000,Foreign Ordinary Shares,Canada,Alberta,
4862,CPPMF,COPPER MTN MNG CORP,Pink Current,0.93,-5.8514,81339,Foreign Ordinary Shares,Canada,British Columbia,
4863,MDXHF,MEDX HEALTH CORP,Pink Current,0.03448,,0,Foreign Ordinary Shares,Canada,Ontario,
4864,NRGOF,NEWRANGE GOLD CORP,Pink Current,0.023,,0,Foreign Ordinary Shares,Canada,British Columbia,
4865,MMTMF,MONUMENT MINING LTD ORD,Pink Current,0.0208,,0,Foreign Ordinary Shares,Canada,British Columbia,
4866,ENDGF,ENDURANCE GOLD CORP,Pink Current,0.27922,-9.3212,10000,Foreign Ordinary Shares,Canada,British Columbia,
4867,INGXF,INNERGEX RENEWABLE ENGY,Pink Current,13.05,-3.01,769,Foreign Ordinary Shares,Canada,Quebec,
4868,ARMC,ASIARIM CORP,Pink Current,1.68,,0,Common Stock,Canada,Ontario,
4869,WHYRF,WEST HIGH YIELD RES LTD,Pink Current,0.227278,,0,Foreign Ordinary Shares,Canada,Alberta,
4870,LRTNF,PURE GOLD MINING INC,Pink Current,0.108,-4.4248,816440,Foreign Ordinary Shares,Canada,British Columbia,
4871,PGXPF,PELANGIO EXPLORATION,Pink Current,0.0245,,0,Foreign Ordinary Shares,Canada,Ontario,
4872,COGDF,COMPASS GOLD CORP,Pink Current,0.0489,,0,Foreign Ordinary Shares,Canada,British Columbia,
4873,TRYMF,TREASURY METALS INC WTS,Pink Current,0.028573,-1.811,293,Warrants,Canada,Ontario,
4874,ACWRF,ACCELEWARE LTD,Pink Current,0.3388,,0,Foreign Ordinary Shares,Canada,Alberta,
4875,RMRK,RIMROCK GOLD CORP,Pink Current,0.00095,0.0,2180400,Common Stock,Canada,Ontario,
4876,PNWRF,VALEURA ENERGY INC,Pink Current,0.36,,0,Foreign Ordinary Shares,Canada,Alberta,
4877,MMTLP,META MATLS INC PFD SER A,Pink Current,1.54,1.9868,185260,Preferred Stock,Canada,Nova Scotia,
4878,FNLIF,FIRST NATIONAL FINL CORP,Pink Current,26.98,,0,Foreign Ordinary Shares,Canada,Ontario,
4879,SVBRF,SILVER BEAR RES PLC,Pink Current,0.05,,0,Foreign Ordinary Shares,Canada,Ontario,
4880,NRBT,NOVUS ROBOTICS INC,Pink Current,0.061,,0,Common Stock,Canada,Ontario,
4881,FCMGF,FIRM CAP MTG INVST CORP,Pink Current,9.38,,1,Foreign Ordinary Shares,Canada,Ontario,
4882,QOEG,QUALITY ONLINE EDUCATION,Pink Current,0.04,,0,Common Stock,Canada,Ontario,
4883,NEGXF,NEXGENRX INC,Pink Current,0.2495,-9.1736,200,Foreign Ordinary Shares,Canada,Ontario,
4884,MSCLF,SATELLOS BIOSCIENCE INC,Pink Current,0.267,,0,Foreign Ordinary Shares,Canada,Ontario,
4885,DNGDF,DYNACOR GROUP INC,Pink Current,2.02,-6.0465,8410,Foreign Ordinary Shares,Canada,Quebec,
4886,MAMTF,MCAN MORTGAGE CORP,Pink Current,10.67,,47,Foreign Ordinary Shares,Canada,Ontario,
4887,RQHTF,RELIQ HEALTH TECHS INC,Pink Current,0.3815,-0.3916,20030,Foreign Ordinary Shares,Canada,British Columbia,
4888,ORZWF,OREZONE GOLD CORP WT 23,Pink Current,0.42,,100,Warrants,Canada,British Columbia,
4889,FNINF,49 NORTH RES INC,Pink Current,0.0008,,0,Foreign Ordinary Shares,Canada,Saskatchewan,
4890,WOLV,WOLVERINE TECH CORP,Pink Current,0.0178,,0,Common Stock,Canada,British Columbia,
4891,MAXMF,SOUTHERN ENERGY CORP,Pink Current,0.58,,0,Foreign Ordinary Shares,Canada,Alberta,
4892,SVAUF,STORAGEVAULT CANADA INC,Pink Current,4.1944,,0,Foreign Ordinary Shares,Canada,Saskatchewan,
4893,APEOF,COLOURED TIES CAPITAL INC,Pink Current,0.2568,-19.75,5780,Foreign Ordinary Shares,Canada,Alberta,
4894,KGLDF,KING GLOBAL VENTURES INC,Pink Current,0.0117,,0,Foreign Ordinary Shares,Canada,Ontario,
4895,ITMC,ITOCO INC,Pink Current,0.041,-31.6667,34170,Common Stock,Canada,Ontario,
4896,RKNEF,OPTIVA INC NEW,Pink Current,16.0,,0,Foreign Ordinary Shares,Canada,Ontario,
4897,ARCUF,ARCUS DEVELOPMENT GRP INC,Pink Current,0.0121,,0,Foreign Ordinary Shares,Canada,British Columbia,
4898,MOOIF,SENSOR TECHNOLOGIES CORP,Pink Current,0.004,,0,Foreign Ordinary Shares,Canada,Ontario,
4899,AAVVF,ADVANTAGE ENERGY LTD,Pink Current,6.77,-5.0491,44472,Foreign Ordinary Shares,Canada,Alberta,
4900,BCMRF,BCM RES CORP,Pink Current,0.087,,0,Foreign Ordinary Shares,Canada,British Columbia,
4901,TKXHF,TRACKX HOLDINGS INC ORD,Pink Current,0.0055,37.5,21000,Foreign Ordinary Shares,Canada,British Columbia,
4902,AGDXF,ANTIOQUA GOLD INC,Pink Current,0.0188,,0,Foreign Ordinary Shares,Canada,Alberta,
4903,JENGQ,JUST ENERGY GROUP INC,Pink Current,0.1875,1.3514,65590,Foreign Ordinary Shares,Canada,Ontario,
4904,LUCRF,LUCARA DIAMOND CORP,Pink Current,0.39068,-4.7122,36448,Foreign Ordinary Shares,Canada,British Columbia,
4905,COPRF,MEDIVOLVE INC,Pink Current,0.0181,6.974,352200,Foreign Ordinary Shares,Canada,Ontario,
4906,SCFFF,SPOT COFFEE LTD ORD,Pink Current,0.033,-15.3846,9000,Foreign Ordinary Shares,Canada,Ontario,
4907,LNCLF,LINCOLN GOLD MNG INC,Pink Current,0.04,,0,Foreign Ordinary Shares,Canada,British Columbia,
4908,DECXF,DECADE RESOURCES LTD,Pink Current,0.0032,-95.9027,2000,Foreign Ordinary Shares,Canada,British Columbia,
4909,XRESF,XTIERRA LTD ORD,Pink Current,0.016,,0,Foreign Ordinary Shares,Canada,Ontario,
4910,CGFEF,CF ENERGY CORP,Pink Current,0.27,,0,Foreign Ordinary Shares,Canada,Ontario,
4911,SRBCF,SIRONA BIOCHEM CORP ORD,Pink Current,0.1206,-4.2857,1000,Foreign Ordinary Shares,Canada,British Columbia,
4912,FVGCF,YUMY CANDY CO INC,Pink Current,0.1,,0,Foreign Ordinary Shares,Canada,British Columbia,
4913,SHASF,SHAMARAN PETROLEUM CORP,Pink Current,0.0621,5.9727,1155,Foreign Ordinary Shares,Canada,British Columbia,
4914,TRAGF,TERAGO INC ORD,Pink Current,2.91,,0,Foreign Ordinary Shares,Canada,Ontario,
4915,ISDSF,ISIGN MEDIA SOLUTIONS INC,Pink Current,0.0232,,0,Foreign Ordinary Shares,Canada,Ontario,
4916,AGQPF,ALGONQUIN PWR&UTY PFD D,Pink Current,20.03,,0,Preferred Stock,Canada,Ontario,
4917,CPRHF,CAPITAL POWER CORP PFD 3,Pink Current,16.73958,,0,Preferred Stock,Canada,Alberta,
4918,CPWPF,CAPITAL POWER CORP PFD 5,Pink Current,19.0,,0,Preferred Stock,Canada,Alberta,
4919,CPXWF,CAPITAL POWER CORP ORD,Pink Current,36.05,-2.7909,445,Foreign Ordinary Shares,Canada,Alberta,
4920,BWCGF,BLACKWOLF COPPER & GLD,Pink Current,0.25,5.042,8100,Foreign Ordinary Shares,Canada,British Columbia,
4921,RAREF,CANADA RARE EARTH CP ORD,Pink Current,0.0336,,0,Foreign Ordinary Shares,Canada,British Columbia,
4922,KBRLF,K-BRO LINEN INC ORD,Pink Current,22.45,,100,Foreign Ordinary Shares,Canada,Alberta,
4923,LUFFF,LUFF ENTERPRISES LTD,Pink Current,0.0055,,0,Foreign Ordinary Shares,Canada,British Columbia,
4924,VELXF,CANADIAN OVRSEA PETE LTD,Pink Current,0.162,1.25,2500,Foreign Ordinary Shares,Canada,Alberta,
4925,RTMFF,RT MINERALS CORP ORD NEW,Pink Current,0.0052,,0,Foreign Ordinary Shares,Canada,Quebec,
4926,PTRDF,ROK RESOURCES INC,Pink Current,0.2248,,1000,Foreign Ordinary Shares,Canada,Alberta,
4927,BDIMF,BLACK DIAMOND GRP LTD ORD,Pink Current,2.8,-10.6855,100,Foreign Ordinary Shares,Canada,Alberta,
4928,PKTEF,PARKIT ENTERPRISE INC ORD,Pink Current,0.7692,-6.5371,2000,Foreign Ordinary Shares,Canada,British Columbia,
4929,EIFZF,EXCHANGE INCOME CORP ORD,Pink Current,31.59,-1.2812,2279,Foreign Ordinary Shares,Canada,Manitoba,
4930,CWXZF,DOMAN BUILDING MATERIALS,Pink Current,4.38,-0.0456,3500,Foreign Ordinary Shares,Canada,British Columbia,
4931,CETEF,CATHEDRAL ENERGY SVCS ORD,Pink Current,0.468,-0.4255,10488,Foreign Ordinary Shares,Canada,Alberta,
4932,PARXF,PAREX RESOURCES INC,Pink Current,13.26,-3.5636,9865,Foreign Ordinary Shares,Canada,Alberta,
4933,CGDXF,XALI GOLD CORP,Pink Current,0.0453,,0,Foreign Ordinary Shares,Canada,British Columbia,
4934,SLXXF,FINTECH SELECT LTD,Pink Current,0.0042,,0,Foreign Ordinary Shares,Canada,Ontario,
4935,SAMMF,SAMA RES/RESSOURCES SAMA,Pink Current,0.129,,500,Foreign Ordinary Shares,Canada,Quebec,
4936,VLMZF,VOLCANIC GOLD MINES,Pink Current,0.15,7.1429,13333,Foreign Ordinary Shares,Canada,British Columbia,
4937,ACAZF,ACADIAN TIMBER CORP ORD,Pink Current,11.722,-3.124,1514,Foreign Ordinary Shares,Canada,British Columbia,
4938,ATHOF,ATHABASCA OIL CORP,Pink Current,1.38,-9.8039,100876,Foreign Ordinary Shares,Canada,Alberta,
4939,CESDF,CES ENERGY SOLUTIONS ORD,Pink Current,1.53,-3.0418,22994,Foreign Ordinary Shares,Canada,Alberta,
4940,TCRRF,TERRACE ENERGY CORP,Pink Current,0.0995,,0,Foreign Ordinary Shares,Canada,British Columbia,
4941,URXZF,TENTH AVE PETROLEUM CORP,Pink Current,0.053091,,0,Foreign Ordinary Shares,Canada,Alberta,
4942,LWSCF,SIENNA SR LIVING INC,Pink Current,9.01,,0,Foreign Ordinary Shares,Canada,Ontario,
4943,CNOBF,HEMLO EXPLORERS INC,Pink Current,0.0622,,10000,Foreign Ordinary Shares,Canada,Ontario,
4944,CAMZF,CAMINO MINERALS CORP,Pink Current,0.0316,,0,Foreign Ordinary Shares,Canada,Alberta,
4945,APEUF,ATLAS ENGINEERED PRODS,Pink Current,0.35,-8.5684,8000,Foreign Ordinary Shares,Canada,British Columbia,
4946,ALTGF,ALTAGAS LTD PRFCE SER C,Pink Current,25.308,,0,Preferred Stock,Canada,Alberta,
4947,ATGAF,ALTAGAS LTD PFDSER G,Pink Current,15.5309,,0,Preferred Stock,Canada,Alberta,
4948,ATGFF,ALTAGAS LTD ORD,Pink Current,19.93,-3.1584,16444,Foreign Ordinary Shares,Canada,Alberta,
4949,ATGPF,ALTAGAS LTD SERIES A PFD,Pink Current,0.0,,0,Preferred Stock,Canada,Alberta,
4950,PHIXF,REVOLVE RENEWABLE POWER,Pink Current,0.2526,,0,Foreign Ordinary Shares,Canada,Alberta,
4951,SRCRF,SCORPIO GOLD CORP,Pink Current,0.032,,0,Foreign Ordinary Shares,Canada,British Columbia,
4952,MEGEF,MEG ENERGY CORP,Pink Current,10.25,-7.5744,487356,Foreign Ordinary Shares,Canada,Alberta,
4953,SECYF,SECURE ENERGY SVCS ORD,Pink Current,4.05,-4.7059,644,Foreign Ordinary Shares,Canada,Alberta,
4954,BKTPF,CRUZ BATTERY METALS CORP,Pink Current,0.08264,2.404,20030,Foreign Ordinary Shares,Canada,British Columbia,
4955,TRMNF,NEW WAVE HLDGS CORP,Pink Current,0.034,-20.9302,1000,Foreign Ordinary Shares,Canada,Ontario,
4956,BELDF,BATERO GOLD CORP ORD,Pink Current,0.0245,,0,Foreign Ordinary Shares,Canada,British Columbia,
4957,LIFZF,LABRADOR IRON ORE RLTY CP,Pink Current,21.383868,-1.7737,3670,Foreign Ordinary Shares,Canada,Ontario,
4958,OBGRF,ORBIT GARANT DRILLING INC,Pink Current,0.35,-23.06,550,Foreign Ordinary Shares,Canada,Quebec,
4959,EWPMF,EAST WEST PETE ORD,Pink Current,0.04,0.0,15064,Foreign Ordinary Shares,Canada,British Columbia,
4960,WLRMF,ALORO MNG CORP,Pink Current,0.0116,,0,Foreign Ordinary Shares,Canada,British Columbia,
4961,PBNAF,PEMBINA PIPE PFD 5YR A 1,Pink Current,14.03,,0,Preferred Stock,Canada,Alberta,
4962,PMBPF,PEMBINA PPLNE PFD A SER 7,Pink Current,15.0,,0,Preferred Stock,Canada,Alberta,
4963,PMMBF,PEMBINA PIPELINE CORP PFD,Pink Current,21.0642,,0,Preferred Stock,Canada,Alberta,
4964,PPLAF,PEMBINA PIPLNE CL A PFD 5,Pink Current,15.15,,0,Preferred Stock,Canada,Alberta,
4965,PPLPF,PEMBINA PIPELINE CP PFD A,Pink Current,19.05,,0,Preferred Stock,Canada,Alberta,
4966,FBMCF,BUFFALO COAL CORP.,Pink Current,0.0177,,0,Foreign Ordinary Shares,Canada,Ontario,
4967,SEUSF,SINATRA ENERGY,Pink Current,0.0801,-12.9348,109934,Foreign Ordinary Shares,Canada,Ontario,
4968,CBBB,CONTINENTAL BEV BRD CORP,Pink Current,0.14,-2.9126,17251,Common Stock,Canada,British Columbia,
4969,CDNMF,GAMBIER GOLD CORP,Pink Current,0.0115,,0,Foreign Ordinary Shares,Canada,British Columbia,
4970,CATPF,GIYANI METALS CORP ORD,Pink Current,0.21,2.439,88156,Foreign Ordinary Shares,Canada,Ontario,
4971,DLMAF,DOLLARAMA INC ORD,Pink Current,55.52,-1.6614,3086,Foreign Ordinary Shares,Canada,Quebec,
4972,ANLBF,ANTON RES INC NEW,Pink Current,0.18,,0,Foreign Ordinary Shares,Canada,British Columbia,
4973,SUUFF,STRATHMORE PLUS URANIUM,Pink Current,0.2091,,0,Foreign Ordinary Shares,Canada,British Columbia,
4974,CLMPF,CANADIAN PREM SAND,Pink Current,0.2375,,0,Foreign Ordinary Shares,Canada,Alberta,
4975,AVPMF,AVRUPA MINERALS LTD,Pink Current,0.0302,,0,Foreign Ordinary Shares,Canada,British Columbia,
4976,TRMLF,TOURMALINE OIL CORP,Pink Current,48.94,-4.5818,38476,Foreign Ordinary Shares,Canada,Alberta,
4977,RKHNF,ROCKHAVEN RESOURCES LTD,Pink Current,0.0386,-65.2252,2100,Foreign Ordinary Shares,Canada,British Columbia,
4978,CCARF,COLONIAL COAL INTL ORD,Pink Current,1.047459,,0,Foreign Ordinary Shares,Canada,British Columbia,
4979,MDRM,MODERN MOBILITY AIDS INC,Pink Current,0.01545,,0,Common Stock,Canada,Ontario,
4980,EREPF,ZONTE METALS INC ORD,Pink Current,0.11,,0,Foreign Ordinary Shares,Canada,Nova Scotia,
4981,TPNEF,CUB ENERGY INC ORD,Pink Current,0.015,,0,Foreign Ordinary Shares,Canada,Alberta,
4982,ZTMUF,ZIMTU CAPITAL CORP ORD,Pink Current,0.107,,0,Foreign Ordinary Shares,Canada,British Columbia,
4983,CROMF,CROMBIE REAL ESTATE INVST,Pink Current,10.64,-1.1152,100,Units,Canada,Nova Scotia,
4984,GDMRF,CANXGOLD MNG CORP,Pink Current,0.05,,0,Foreign Ordinary Shares,Canada,British Columbia,
4985,MBCF,ITAFOS INC,Pink Current,1.3,-8.4507,13013,Foreign Ordinary Shares,Canada,Ontario,
4986,PGNRF,PAN GLOBAL RESOURCE INC,Pink Current,0.2705,,0,Foreign Ordinary Shares,Canada,British Columbia,
4987,RHRYF,RHYOLITE RESOURCES ORD,Pink Current,0.22,,0,Foreign Ordinary Shares,Canada,British Columbia,
4988,TWOH,TWO HANDS CORP,Pink Current,0.1012,-15.6667,12025,Foreign Ordinary Shares,Canada,Ontario,
4989,MNGGF,MONGOLIA GROWTH GROUP LTD,Pink Current,1.15,,0,Foreign Ordinary Shares,Canada,Ontario,
4990,DMPWW,KINTARA THERAPICS WT 24,Pink Current,0.04,,0,Warrants,Canada,British Columbia,
4991,AGRDF,MINNOVA CORP ORD,Pink Current,0.02846,,100,Foreign Ordinary Shares,Canada,Ontario,
4992,MKSEF,MARKSMEN ENERGY INC ORD,Pink Current,0.080335,1.0503,45000,Foreign Ordinary Shares,Canada,Alberta,
4993,MNTUF,MANITOU GOLD INC ORD,Pink Current,0.031,,0,Foreign Ordinary Shares,Canada,Ontario,
4994,PFRRF,PETROFRONTIER CORP ORD,Pink Current,0.08226,,0,Foreign Ordinary Shares,Canada,Alberta,
4995,BRYGF,BAROYECA GOLD&SILVER INC,Pink Current,0.08,,0,Foreign Ordinary Shares,Canada,British Columbia,
4996,KRLTF,KARNALYTE RESOURCES INC,Pink Current,0.2015,,0,Foreign Ordinary Shares,Canada,Alberta,
4997,FNCSF,NORTH AMER FINCL 15 SPLIT,Pink Current,3.3297,,0,Foreign Ordinary Shares,Canada,Ontario,
4998,BVLDF,BOLD VENTURES INC,Pink Current,0.077,,0,Foreign Ordinary Shares,Canada,Ontario,
4999,LVNSF,LEONOVUS INC,Pink Current,0.11,,0,Foreign Ordinary Shares,Canada,Ontario,
5000,SVROF,SILVER PREDATOR CORP,Pink Current,0.0593,,0,Foreign Ordinary Shares,Canada,Ontario,
5001,TTEXF,BULLION GOLD RES ORD,Pink Current,0.049,,0,Foreign Ordinary Shares,Canada,British Columbia,
5002,KSTBF,KESTREL GOLD INC,Pink Current,0.0275,-8.3333,16910,Foreign Ordinary Shares,Canada,Alberta,
5003,SHPNF,SHOAL POINT ENERGY,Pink Current,0.0331,27.3077,435021,Foreign Ordinary Shares,Canada,British Columbia,
5004,JMBRF,JAMES BAY RES LTD ORD,Pink Current,0.04,,0,Foreign Ordinary Shares,Canada,Ontario,
5005,EWGFF,EAT WELL INVT GROUP INC,Pink Current,0.1465,5.3199,16575,Foreign Ordinary Shares,Canada,British Columbia,
5006,MXTRF,MONTERO MINING & EXP NEW,Pink Current,0.0359,,0,Foreign Ordinary Shares,Canada,Ontario,
5007,NMSEF,LIFEIST WELLNESS WTS 2023,Pink Current,0.0011,,0,Warrants,Canada,Ontario,
5008,QWTR,QUEST WATER GLOBAL INC,Pink Current,0.135,,0,Common Stock,Canada,British Columbia,
