Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code
CELV,PREFERRED COMMERCE INC,Pink Current,0.1311,,0,Common Stock,USA,Florida,"13,572,287","3944 - Games, toys and children's vehicles"
ZHEC,ZHRH CORPORATION,Pink Current,0.0,,0,Common Stock,USA,Nevada,Not Available,5020 - Wholesale-Furniture & Home Furnishings
TLCC,TWINLAB CONSOLIDATED HLDG,Pink Current,0.109,,0,Common Stock,USA,Florida,"42,934,978",2833 - Medicinal and botanicals
LBTD,LOTUS BIO TECH DEV CP,Pink Current,0.03,5.2632,51229,Common Stock,USA,California,"23,483,250",8071 - Medical laboratories
BDPT,BIOADAPTIVES INC,Pink Current,0.0024,4.3478,30000,Common Stock,USA,Nevada,"319,022",2834 - Pharmaceutical preparations
WINH,WILLCOX INT HLDGS INC,Pink Current,3.5,,0,Common Stock,USA,Florida,"528,813,250",5961 - Catalog and mail-order houses
AATV,ADAPTIVE AD SYSTEMS INC,Pink Current,0.4999,,0,Common Stock,USA,Washington,"24,251,713",3663 - Radio and TV communications equipment
RNWR,808 RENEWABLE ENERGY CORP,Pink Current,0.069,,0,Common Stock,USA,Florida,"96,270,278",.
TNGL,TONOGOLD RES INC,Pink Current,0.053,7.2874,6955,Common Stock,USA,California,"18,313,797",1041 - Gold ores
GHAV,GRAND HAVANA INC,Pink Current,0.00655,-14.9351,503000,Common Stock,USA,Florida,"1,907,589",6361 - Title insurance
SGRB,SIGMABROADBAND CO,Pink Current,0.07,,0,Common Stock,USA,Georgia,"47,230,680","4899 - Communication services, misc"
FPWM,CHARLESTOWNE PREMIUM BEV,Pink Current,0.008,0.0,1200,Common Stock,USA,South Carolina,"323,706","6799 - Investors, misc"
SITS,SOUTHERN ITS INTAL INC,Pink Current,0.049302,-1.0,2000,Common Stock,USA,California,"7,873,254",5963 - Direct selling establishments
PNPL,PINEAPPLE EXPRESS INC,Pink Current,0.0121,,0,Common Stock,USA,California,"1,106,709",8742 - Management consulting services
APSI,AQUA POWER SYSTEMS INC,Pink Current,0.28,-0.5329,172700,Common Stock,USA,Florida,"4,817,170",4911 - Electric services
GSTX,GRAPHENE & SOLAR TECHS,Pink Current,0.1997,,3,Common Stock,USA,California,"71,301,960",1000 - Metal Mining
MDCE,MEDICAL CARE TECHS INC,Pink Current,0.0056,-3.4483,368972,Common Stock,USA,Arizona,"5,373,621",8011 - Offices and clinics of medical doctors
LVYN,LVYUAN GREEN BUILD MAT,Pink Current,0.0,,0,Common Stock,China,,Not Available,2833 - Medicinal and botanicals
CRWE,CROWN EQUITY HLDGS INC,Pink Current,1.38,,0,Common Stock,USA,Nevada,"18,418,366",5734 - Computer and software stores
UMAV,UAV CORP,Pink Current,0.0209,23.6686,2659727,Common Stock,USA,Florida,"1,295,194",3721 - Aircraft
TNMD,TIANRONG MED GROUP INC,Pink Current,0.0239,,0,Common Stock,China,,"11,950,000","4899 - Communication services, misc"
RGBP,REGEN BIOPHARMA INC,Pink Current,0.00685,-0.7246,7743568,Common Stock,USA,California,"34,465,894",.
NUGN,"NUGENE INTERNATIONAL, INC",Pink Current,0.0782,-3.0979,2025939,Common Stock,USA,New York,"17,125,899",8741 - Management services
DRNG,DRONE GUARDER INC,Pink Current,0.0008,-11.1111,8626866,Common Stock,USA,California,"2,089,404",7363 - Help supply services
GFTX,GLOBAL FIBER TECHS INC,Pink Current,0.0024,-4.0,1814603,Common Stock,USA,New Jersey,"3,682,370","5130 - Wholesale-Apparel, Piece Goods & Notions"
HITC,HEALTHCARE INTEGRTED TECH,Pink Current,0.1225,90.1583,167350,Common Stock,USA,Tennessee,"5,182,322",7900 - Services-Amusement & Recreation Services
LRDR,LAREDO RES CORP,Pink Current,0.0027,-30.7692,50000,Common Stock,USA,Nevada,"21,600,000","6719 - Holding companies, misc"
RGST,ROGUE STATION CO INC,Pink Current,0.102,-20.9302,3250,Common Stock,USA,Wyoming,"15,686,589",5050 - Wholesale-Metals & Minerals (No Petroleum)
HMLA,HOMELAND RES LTD NEW,Pink Current,0.0031,0.0,172419,Common Stock,USA,Illinois,"456,326",1311 - Crude petroleum and natural gas
USLG,US LIGHTING GROUP INC,Pink Current,0.138,-4.8276,4647,Common Stock,USA,Ohio,"13,613,525",3640 - Electric Lighting & Wiring Equipment
RAHGF,ROAN HOLDINGS GROUP CO,Pink Current,0.1079,,0,Common Stock,,,"2,728,559",6159 - Miscellaneous business credit
SKYE,SKYE BIOSCIENCE INC,OTCQB,0.026,0.7752,64849,Common Stock,USA,California,"12,894,053",2834 - Pharmaceutical preparations
SHMP,NATURALSHRIMP INC,OTCQB,0.0825,3.2541,1081308,Common Stock,USA,Texas,"61,989,300","900 - Fishing, Hunting and Trapping"
FTXP,FOOTHILLS EXPLORATION INC,Pink Current,0.0004,0.0,52268051,Common Stock,USA,California,"4,935,031",1311 - Crude petroleum and natural gas
GYST,GRAYSTONE CO INC A,Pink Current,0.006,-3.2258,10490,Common Stock,USA,Florida,"1,053,249",Not Available
PRTT,PROTECT PHARMS CORP,Pink Current,0.1401,,0,Common Stock,USA,Utah,"8,048,938",7371 - Custom computer programming services
LBRDB,LIBERTY BROADBAND CP B,OTCQB,94.0,,37,Common Stock,USA,Colorado,"198,469,344","4813 - Telephone communication, except radio"
SPRN,SUPERNOVA ENERGY INC,Pink Current,0.011025,0.2273,17584,Common Stock,USA,New York,"3,659,740",1311 - Crude petroleum and natural gas
GLUC,GLUCOSE HEALTH INC,Pink Current,0.5185,1.6667,23087,Common Stock,USA,Arkansas,"7,180,515",2833 - Medicinal and botanicals
QBIO,Q BIOMED INC.,OTCQB,0.02055,2.75,1349084,Common Stock,USA,New York,"1,318,751",2834 - Pharmaceutical preparations
BLYQ,BALLY CORP,Pink Current,2.25,,0,Common Stock,China,,"22,162,500","5200 - Retail-Building Materials, Hardware, Garden Supply"
TPTW,TPT GLOBAL TECH INC,OTCQB,0.002,66.6667,88343005,Common Stock,USA,California,"2,022,357","4899 - Communication services, misc"
SRMX,SADDLE RANCH MEDIA INC,Pink Current,0.0004,0.0,224414,Common Stock,USA,California,"4,587,860",7200 - Services-Personal Services
AOXY,ADVANCED OXYGEN TECHS INC,Pink Current,0.232,,0,Common Stock,USA,Vermont,"763,963",6500 - Real Estate
CSSI,COSTAS INC,Pink Current,0.015,66.6667,56000,Common Stock,USA,Florida,"6,674,675",5047 - Medical and hospital equipment
SPRJ,SPRINGS REJUVENATION INC,Pink Current,0.0081,-10.0,169515,Common Stock,USA,Georgia,"1,822,280",3651 - Household audio and video equipment
MPIR,EMPIRE DIVERSIFIED ENGY,Pink Current,0.4,0.0,6088,Common Stock,USA,Florida,"106,641,760",4731 - Freight transportation arranging
MCEM,MONARCH CEMENT CO,Pink Current,104.5,,0,Common Stock,USA,Kansas,"274,329,220","3270 - Concrete, Gypsum & Plaster Products"
RCIT,REELCAUSE INC,Pink Current,0.025,0.0,69230,Common Stock,USA,Nevada,"1,555,691",3569 - General industrial machinery
AHFD,ACTIVE HEALTH FOODS INC,Pink Current,0.0002,0.0,1228000,Common Stock,USA,Georgia,"1,594,525",2060 - Sugar & Confectionery Products
WPFH,WORLD POKER FD HLDGS,Pink Current,0.047,0.0,10000,Common Stock,USA,California,"3,243,091",Not Available
TLIF,TOCCA LIFE HOLDINGS INC,Pink Current,0.022975,0.0,29100,Common Stock,USA,Utah,"2,899,111",7372 - Prepackaged software
INQD,INDOOR HARVEST CORP,Pink Current,0.0101,3.0612,5776707,Common Stock,USA,Texas,"27,160,820",3590 - Misc Industrial & Commercial Machinery & Equipment
CAVG,ACC AVIATION HOLDINGS LTD,Pink Current,1.0,,0,Common Stock,China,,"250,944,052",2834 - Pharmaceutical preparations
DROP,FUSE SCIENCE INC,Pink Current,0.018,-8.8608,95613,Common Stock,USA,Florida,"1,440,000","4581 - Airports, flying fields and services"
BSEM,BIOSTEM TECHNOLOGIES NEW,Pink Current,3.59,,0,Common Stock,USA,Florida,"43,486,804",8000 - Services-Health Services
FONU,FONU2 INC NEW,Pink Current,0.0001,100.0,911,Common Stock,USA,New York,"2,341,439",5399 - Miscellaneous general merchandise
WEWA,WEWARDS INC,Pink Current,2.2,,0,Common Stock,USA,Nevada,"236,463,590","7370 - Services-Computer Programming, Data Processing, Etc."
UCLE,US NUCLEAR CORP,OTCQB,0.19,4.281,37068,Common Stock,USA,California,"5,693,164","3829 - Measuring and controlling devices, misc"
ATAO,ALTAIR INTERNATIONAL CORP,OTCQB,0.019,8.5714,229349,Common Stock,USA,Pennsylvania,"11,572,311",3841 - Surgical and medical instruments
UPIN,UNIVERSAL PWR IND CORP,Pink Current,0.0255,9.6774,203000,Common Stock,USA,New York,"1,432,559","6719 - Holding companies, misc"
NBRI,NORTH BAY RESOURCES INC,Pink Current,0.00045,12.5,1545948,Common Stock,USA,Pennsylvania,"2,235,656",1000 - Metal Mining
FGCO,FINANCIAL GRAVITY COMP,OTCQB,0.07505,,0,Common Stock,USA,Texas,"6,925,388",6199 - Finance Services
NIHL,NEW INFINITY HOLDINGS LTD,Pink Current,1.5,,0,Common Stock,USA,Pennsylvania,"161,857,916",3572 - Computer storage device
CBBB,CONTINENTAL BEV BRD CORP,Pink Current,0.14,,0,Common Stock,Canada,Ontario,"14,000,000",2080 - Beverages
GBTC,GRAYSCALE BITCOIN TRUST,OTCQX U.S.,11.36,-0.2634,3357691,Common Stock,USA,Connecticut,"7,865,324,336","6733 - Trusts, misc"
FZRO,FLASHZERO CORP,Pink Current,0.015,,0,Common Stock,Germany,,"2,029,308",2834 - Pharmaceutical preparations
DSRO,DESCRYPTO HOLDINGS INC,Pink Current,0.54,1.8868,2610,Common Stock,USA,Florida,"20,796,753",7990 - Services-Miscellaneous Amusement & Recreation
EBML,EBULLION INC,Pink Current,0.0063,12.5,77142,Common Stock,China,Hong Kong,"3,229,380",6221 - Commodity contracts brokers and dealers
STGZ,STARGAZE ENTMT GRP INC,Pink Current,0.0399,0.0,458840,Common Stock,USA,New York,"7,929,474","8999 - Services, misc"
NXGM,NEXGEN MINING INC,Pink Current,0.04,0.0,500,Common Stock,USA,Nevada,"1,310,718",Not Available
LOGQ,LOGICQUEST TECHNOLOGY INC,Pink Current,0.121,,0,Common Stock,USA,New Jersey,"278,538","7389 - Business services, misc"
PIAC,PRINCETON CAPITAL CORP,Pink Current,0.27,,0,Common Stock,USA,Massachusetts,"32,531,236",3564 - Blowers and fans
SDCH,SIDECHANNEL INC,OTCQB,0.1043,0.0,4236,Common Stock,USA,Texas,"16,882,065",7374 - Data processing and preparation
IFHI,INTEGRATED FINL HLDGS INC,OTCQX U.S. Premier,34.22,-1.3264,200,Common Stock,USA,North Carolina,"76,283,532",6022 - State commercial banks
LCLP,LIFE CLIPS INC,Pink Current,0.0015,0.0,23678710,Common Stock,USA,Florida,"4,071,547",3861 - Photographic equipment and supplies
CFCX,CENTRIC FINANCIAL CORP,Pink Current,13.67,,11,Common Stock,USA,Pennsylvania,"118,554,524",Not Available
KOSK,ONE STEP VENDING CORP,Pink Current,0.0057,54.0541,6600,Common Stock,USA,New York,"2,081,177","7389 - Business services, misc"
POSC,POSITRON CORP,Pink Current,0.74,-1.307,320,Common Stock,USA,New York,"17,338,206",3845 - Electromedical equipment
KYNC,KYN CAPITAL GROUP INC,Pink Current,0.0009,0.0,25861074,Common Stock,USA,Nevada,"5,330,557",6172 - Finance Lessors
JANL,JANEL CORP,Pink Current,53.06,,0,Common Stock,USA,New York,"62,931,707","7389 - Business services, misc"
STHI,SPROUT TINY HOMES,OTCQB,0.0964,,0,Common Stock,USA,Colorado,"9,632,743","1522 - Residential construction, misc"
FRTG,FRONTERA GROUP INC,Pink Current,0.01,17.6471,1481737,Common Stock,USA,Nevada,"773,968",8742 - Management consulting services
CBWA,COMMENCEMENT BANCORP INC,OTCQX U.S. Premier,11.45,0.0,5912,Common Stock,USA,Washington,"45,896,810",6022 - State commercial banks
NUGS,CANNABIS STRATEG VNTRE,Pink Current,0.0067,11.984,2088675,Common Stock,USA,California,"2,602,492",9999 - Nonclassifiable establishments
LRSV,LINK RESERVATIONS INC,Pink Current,0.00245,,1,Common Stock,USA,Florida,"1,935,734",2721 - Periodicals
SNTW,SUMMIT NETWORKS INC,Pink Current,0.8,,0,Common Stock,Canada,British Columbia,"49,639,992",4953 - Refuse systems
BRZL,SCEPTER HOLDINGS INC,Pink Current,0.0028,,0,Common Stock,USA,Nevada,"12,845,183",4911 - Electric services
ONOV,CASTELLUM INC,Pink Current,0.195,-1.5152,22325,Common Stock,USA,Maryland,"96,673,716",.
NGTF,NIGHTFOOD HLDGS INC,OTCQB,0.13,3.9169,39841,Common Stock,USA,New York,"12,475,383",2060 - Sugar & Confectionery Products
FSEN,FS ENERGY & POWER FUND,Pink Current,2.71,,0,Common Stock,USA,Pennsylvania,"1,219,849,194",Not Available
NPHC,NUTRA PHARMA CORP,Pink Current,0.0008,0.0,1000000,Common Stock,USA,Florida,"5,623,792",2833 - Medicinal and botanicals
DIGP,DIGIPATH INC,OTCQB,0.007,-6.6667,200230,Common Stock,USA,Nevada,"526,028",8742 - Management consulting services
NAFS,NORTH AMERICA FRAC SAND,Pink Current,0.00315,-8.6957,1146200,Common Stock,USA,New York,"1,561,586","6722 - Management investment, open-ended"
PSWW,PRINCIPAL SOLAR INC,Pink Current,0.0081,-18.1818,813092,Common Stock,USA,Texas,"2,915,329",4911 - Electric services
CLTS,EARTH LIFE SCIENCES,Pink Current,0.0072,,0,Common Stock,USA,Nevada,"7,199,220",7381 - Detective and armored car service
IDFB,PEAK BANCORP INC,Pink Current,11.0,-0.9009,599,Common Stock,USA,Idaho,"58,857,161",.
ONFA,ONE 4 ART LIMITED NEW,Pink Current,0.0,,0,Common Stock,USA,New York,Not Available,.
PUBC,PUREBASE CORPORATION,Pink Current,0.21,5.0,7570,Common Stock,USA,California,"48,510,631",.
PMHG,PRIME MERIDIAN HLDG CO,OTCQX U.S. Premier,25.7,,0,Common Stock,USA,Florida,"81,288,458",6022 - State commercial banks
CDJM,CARNEGIE DEV INC,Pink Current,0.061,,0,Common Stock,USA,Nevada,"3,108,903",6531 - Real estate agents and managers
IBTN,INSCORP INC,OTCQX U.S.,20.06,-0.6931,200,Common Stock,USA,Tennessee,"58,914,094",6022 - State commercial banks
GSTC,GLOBESTAR THERAPEUTICS CO,Pink Current,0.0031,3.3333,1512726,Common Stock,USA,Washington,"2,239,213",2834 - Pharmaceutical preparations
SUIC,SINO UNTD WLDWDE CONS LTD,Pink Current,0.3099,15.0227,2800,Common Stock,USA,New York,"10,382,767",2860 - Industrial Organic Chemicals
ITOX,IIOT-OXYS INC,Pink Current,0.00325,4.8387,1025766,Common Stock,USA,Massachusetts,"951,161",7372 - Prepackaged software
LTES,LEET TECHNOLGY INC,OTCQB,0.08215,0.0,1000,Common Stock,Malaysia,,"12,560,705",7372 - Prepackaged software
SCGX,SAXON CAPITAL GROUP INC,Pink Current,18.0,,0,Common Stock,USA,Arizona,"179,235,648",6199 - Finance Services
EQFN,EQUITABLE FINCL CORP,Pink Current,12.75,0.0,100,Common Stock,USA,Nebraska,"35,686,460",6035 - Federal savings institutions
DBMM,DIGITAL BRAND M & M GRP,Pink Current,0.0019,18.75,2090600,Common Stock,USA,New York,"1,496,665","7389 - Business services, misc"
CHTH,CNL HEALTHCARE PPTYS INC,Pink Current,5.38,,0,Common Stock,USA,Florida,"935,907,705",6798 - Real estate investment trusts
NUKK,NUKKLEUS INC.,Pink Current,0.0731,-26.8268,1000,Common Stock,USA,New Jersey,"26,840,557",8742 - Management consulting services
ISCO,INTL STEM CELL CORP,OTCQB,0.3198,-8.524,250,Common Stock,USA,California,"2,559,804",2834 - Pharmaceutical preparations
NUGL,NUGL INC,Pink Current,0.045,-10.0,56430,Common Stock,USA,California,"37,833,628","8900 - Services-Services, NEC"
SABK,SOUTH ATLANTIC BANCSHARES,OTCQX U.S. Premier,15.0,-2.4073,4950,Common Stock,USA,South Carolina,"113,887,800",6022 - State commercial banks
HRAL,HEAR ATLAST HOLDINGS INC,Pink Current,0.0016,-13.5135,485001,Common Stock,Canada,Ontario,"559,407","8099 - Health and allied services, misc"
UMGP,UNIVERSAL MEDIA GROUP INC,Pink Current,0.2794,7.4615,750,Common Stock,USA,Florida,"7,167,324",7922 - Theatrical producers and services
KGKG,KONA GOLD BEVERAGE INC,OTCQB,0.0063,1.6129,1191444,Common Stock,USA,Florida,"11,221,288",2080 - Beverages
RKFL,ROCKETFUEL BLOCKCHAIN INC,OTCQB,0.1703,-14.7221,32661,Common Stock,USA,California,"4,887,377",7372 - Prepackaged software
XALL,XALLES HOLDINGS INC,Pink Current,0.0024,4.3478,358950,Common Stock,USA,Washington DC,"2,814,604","7389 - Business services, misc"
UGHB,UNIVERSAL GLOBAL HUB INC,Pink Current,0.55,,0,Common Stock,USA,New York,"27,231,476",6770 - Blank Checks
RMRI,RMR INDUSTRIALS CL B,Pink Current,1.0,,0,Common Stock,USA,Colorado,"4,448,920",7380 - Services-Miscellaneous Business Services
MEDH,MEDX HOLDINGS INC,Pink Current,0.0016,-13.9785,220000,Common Stock,USA,Wyoming,"1,104,798",2833 - Medicinal and botanicals
ONEI,ONEMETA AI,Pink Current,0.8,-20.0,24755,Common Stock,USA,Nevada,"17,975,104",7374 - Data processing and preparation
BHLD,BLOCKHOLD CAPITAL CORP,Pink Current,0.0,,0,Common Stock,USA,Nevada,Not Available,7374 - Data processing and preparation
MSPC,METROSPACES INC,Pink Current,0.0001,0.0,166860036,Common Stock,USA,New York,"2,861,251",6500 - Real Estate
TRRI,TRINITY RESOURCES INC,Pink Current,0.597368,,0,Common Stock,USA,Nevada,"899,202",Not Available
EGBB,EARTH GEN-BIOFUEL INC,Pink Current,0.042,,0,Common Stock,USA,Oregon,"26,730,268",100 - Agricultural Production-Crops
VIZC,VIZCONNECT INC,Pink Current,0.0005,-16.6667,75872573,Common Stock,USA,Maine,"1,715,546",8742 - Management consulting services
SWRM,APPSWARM INC,Pink Current,0.0022,10.0,1400118,Common Stock,USA,Oklahoma,"3,218,403",7371 - Custom computer programming services
RRRT,R-THREE TECHNOLOGIES INC,Pink Current,0.1494,0.2685,6333,Common Stock,USA,Washington DC,"13,248,016",Not Available
NTRR,NEUTRA CORPORATION,Pink Current,0.0007,0.0,6630320,Common Stock,USA,Texas,"1,610,503",2833 - Medicinal and botanicals
OPXS,OPTEX SYSTEMS HLDGS INC,OTCQB,2.4,,0,Common Stock,USA,Texas,"19,975,082",3827 - Optical instruments and lenses
INKW,GREENE CONCEPTS INC NEW,Pink Current,0.0094,2.1739,10313749,Common Stock,USA,North Carolina,"19,877,875",2086 - Bottled and canned soft drinks
ABML,AMERICAN BATTERY TECH CO,OTCQB,0.5674,-1.7489,1274955,Common Stock,USA,Nevada,"365,484,259",1000 - Metal Mining
FNAM,EVOLUTIONARY GENOMICS INC,OTCQB,0.7,,0,Common Stock,USA,Colorado,"4,603,711",8731 - Commercial physical research
BLNC,BALANCE LABS INC,Pink Current,0.47,,0,Common Stock,USA,Florida,"10,161,400",8742 - Management consulting services
JRSS,JRSIS HEALTH CARE CORP,Pink Current,0.068,,0,Common Stock,China,,"3,968,927",8060 - Services-Hospitals
WINSF,WINS FINANCE HOLDINGS INC,Pink Current,0.027,,0,Common Stock,USA,New York,"535,616",.
USRM,U S STEM CELL INC,Pink Current,0.0069,-1.4286,12722,Common Stock,USA,Florida,"4,126,906",.
VNJA,VANJIA CORP,Pink Current,5.18,,0,Common Stock,USA,Texas,"155,400,000",.
SIRC,SOLAR INTEG ROOFING CORP,Pink Current,0.1855,-0.2688,1624072,Common Stock,USA,Nevada,"100,470,128",1700 - Construction - Special Trade Contractors
VMNT,VEMANTI GROUP INC,OTCQB,0.24,0.0,16292,Common Stock,USA,California,"16,600,766",6199 - Finance Services
JMKJ,NINE ALLIANCE SCI & TECH,Pink Current,5.0,,0,Common Stock,USA,New York,"1,125,000,000",3100 - Leather & Leather Products
GSBX,GOLDEN STATE BANCORP,Pink Current,17.5001,,0,Common Stock,USA,California,"35,825,260","6029 - Commercial banks, misc"
IFNY,INFINITY ENERGY RES INC,OTCQB,0.136,-14.4654,6238,Common Stock,USA,Kansas,"2,981,734",1381 - Drilling oil and gas wells
ELRA,ELRAY RESOURCES INC,Pink Current,0.0007,16.6667,2112857,Common Stock,USA,Nevada,"1,683,929",7372 - Prepackaged software
BSPK,BESPOKE EXTRACTS INC,OTCQB,0.0054,5.8824,14754,Common Stock,USA,Colorado,"2,430,384",2834 - Pharmaceutical preparations
NXTN,NEXT10 INC,Pink Current,2.75,,0,Common Stock,USA,Idaho,"45,554,231",4731 - Freight transportation arranging
OPTI,OPTEC INTERNATIONAL INC,Pink Current,0.0015,0.0,4285948,Common Stock,USA,California,"5,363,078",2834 - Pharmaceutical preparations
KCLI,KANSAS CITY LIFE INS NEW,OTCQX U.S. Premier,30.01,-3.1935,1001,Common Stock,USA,Missouri,"290,599,254",6311 - Life insurance
OICT,OICINTRA INC,Pink Current,4.5,,0,Common Stock,USA,California,"2,209,418,991",1041 - Gold ores
NHHS,NORTHSTAR HEALTHCARE INC,Pink Current,1.57,,0,Common Stock,USA,New York,"305,625,903",6798 - Real estate investment trusts
MITI,MITESCO INC,OTCQB,0.1268,-0.1575,64328,Common Stock,USA,Minnesota,"28,715,479",8000 - Services-Health Services
NRBT,NOVUS ROBOTICS INC,Pink Current,0.061,,0,Common Stock,Canada,Ontario,"2,092,095",.
ISGN,ISIGN SOLUTIONS INC,Pink Current,0.70175,,0,Common Stock,USA,California,"4,443,997",.
NMGX,NANO MAGIC INC,Pink Current,0.26,,0,Common Stock,USA,Michigan,"2,693,864",.
FIFG,FIRST FOODS GROUP INC,OTCQB,0.09,,0,Common Stock,USA,Nevada,"2,435,250",7812 - Motion picture and video production
ACRL,ATACAMA RESOURCES INTL,Pink Current,0.0066,-7.0423,475000,Common Stock,USA,Florida,"6,901,966",8742 - Management consulting services
IINX,"IONIX TECHNOLOGY, INC.",OTCQB,0.0164,21.4815,126230,Common Stock,China,,"3,017,422","3679 - Electronic components, misc"
CBSC,CB SCIENTIFIC INC,OTCQB,0.198,-1.0,500,Common Stock,USA,California,"23,667,582",3845 - Electromedical equipment
ATVK,AMERITEK VENTURES,Pink Current,0.0023,,0,Common Stock,USA,Nevada,"1,182,722",3714 - Motor vehicle parts and accessories
IONI,I-ON DIGITAL CORP,OTCQB,0.067,,0,Common Stock,Korea,,"2,347,033",2082 - Malt beverages
ELIO,ELIO MOTORS INC,Pink Current,0.38,,0,Common Stock,USA,Arizona,"11,238,625",3711 - Motor vehicles and car bodies
SHRG,SHARING SERVICES GLOBL CP,OTCQB,0.025,-11.6608,820000,Common Stock,USA,Texas,"7,223,099",7374 - Data processing and preparation
PRMY,PRIMARY BK,Pink Current,29.0,,0,Common Stock,USA,New Hampshire,"127,286,713",Not Available
BCCI,BARISTAS COFFEE CO INC,Pink Current,0.00744,-2.1053,2700,Common Stock,USA,Washington,"1,429,345",5810 - Retail-Eating & Drinking Places
AZFL,AMAZONAS FLORESTAL NEW,Pink Current,0.0004,0.0,4033506,Common Stock,USA,Florida,"7,046,749",100 - Agricultural Production-Crops
PHCI,PANAMERA HOLDINGS CORP,Pink Current,4.0,0.0,200,Common Stock,USA,Texas,"156,840,000",8742 - Management consulting services
NRIS,NORRIS INDUSTRIES INC,OTCQB,0.11,,0,Common Stock,USA,Texas,"9,997,131",1311 - Crude petroleum and natural gas
